2020-03-23 22:37:29.064550	https://www.encodeproject.org/report/?type=Experiment&status=released&assay_title=Histone+ChIP-seq&assay_title=DNase-seq&assembly=hg19&target.label=H3K27ac&limit=all
ID	Accession	Assay name	Assay title	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment concentration	Biosample treatment concentration units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Replicates
/experiments/ENCSR315IRO/	ENCSR315IRO	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	HUES6	HUES6		Bradley Bernstein, Broad	Roadmap	released	/files/ENCFF361BJZ/,/files/ENCFF272ZWL/,/files/ENCFF720HBF/,/files/ENCFF853FXP/,/files/ENCFF419XJH/,/files/ENCFF055ZFX/,/files/ENCFF589AAX/,/files/ENCFF160XCH/,/files/ENCFF871THY/,/files/ENCFF538AHQ/,/files/ENCFF171JBK/,/files/ENCFF326JSN/,/files/ENCFF048NVB/,/files/ENCFF553VOP/,/files/ENCFF560KVM/,/files/ENCFF141RKR/,/files/ENCFF285LAK/,/files/ENCFF373LPF/,/files/ENCFF818DLY/,/files/ENCFF711WRD/,/files/ENCFF774NSM/,/files/ENCFF583AJI/,/files/ENCFF052SHO/,/files/ENCFF450LWG/,/files/ENCFF553KUK/,/files/ENCFF387THC/,/files/ENCFF212SQQ/,/files/ENCFF921HUJ/,/files/ENCFF905JES/,/files/ENCFF323TED/,/files/ENCFF528JJN/,/files/ENCFF730YFD/,/files/ENCFF771GUS/,/files/ENCFF540QDJ/,/files/ENCFF851QVO/,/files/ENCFF005DAF/,/files/ENCFF261QEN/,/files/ENCFF866EQL/,/files/ENCFF845ZND/,/files/ENCFF583KNE/,/files/ENCFF698GAD/,/files/ENCFF141XSR/,/files/ENCFF103SZY/,/files/ENCFF636KSR/,/files/ENCFF955TAX/,/files/ENCFF124MJJ/	/reference-epigenomes/ENCSR430AFL/	ENCBS530IZG,ENCBS153ORV	1,2	2	ENCAB000APE	Homo sapiens	embryonic											/replicates/84f1aafa-9205-4265-98c2-3a363dac8ab7/,/replicates/73a63b94-e7ec-4b0f-bfd6-d193343b8107/
/experiments/ENCSR597ULV/	ENCSR597ULV	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	VCaP	VCaP	H3K27ac ChIP-seq on human VCaP	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF704XKC/,/files/ENCFF707CNX/,/files/ENCFF489YUG/,/files/ENCFF237YEX/,/files/ENCFF209OCU/,/files/ENCFF832PZL/,/files/ENCFF437EXK/,/files/ENCFF455NHN/,/files/ENCFF550EXU/,/files/ENCFF538CSV/,/files/ENCFF387ZJZ/,/files/ENCFF458HWQ/,/files/ENCFF488BTS/,/files/ENCFF584FYC/,/files/ENCFF421XTM/,/files/ENCFF776KYJ/,/files/ENCFF543EMT/,/files/ENCFF341RJV/,/files/ENCFF806BDN/,/files/ENCFF984BZK/,/files/ENCFF829NYY/,/files/ENCFF567XXZ/,/files/ENCFF121IAN/,/files/ENCFF777JOR/,/files/ENCFF731LCQ/,/files/ENCFF868VHF/,/files/ENCFF808YKT/,/files/ENCFF151JSA/,/files/ENCFF938PTC/,/files/ENCFF957SRR/,/files/ENCFF999XNK/,/files/ENCFF944RAA/,/files/ENCFF235LLT/,/files/ENCFF884RIP/,/files/ENCFF649IEN/,/files/ENCFF137AXJ/,/files/ENCFF884CAH/,/files/ENCFF657DAH/,/files/ENCFF190ZWT/,/files/ENCFF876AMT/		ENCBS316RCQ,ENCBS626UQL	1,2	1	ENCAB101KHB	Homo sapiens	adult	59 years										/replicates/7bd96ad5-1e1a-4988-8334-37574edf5ba8/,/replicates/4a2a81b6-3eb4-4ef9-a872-05364fdef0f7/
/experiments/ENCSR007YOT/	ENCSR007YOT	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	GM23248	GM23248		Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF321DVZ/,/files/ENCFF353FOF/,/files/ENCFF447BFL/,/files/ENCFF742OQY/,/files/ENCFF859MTK/,/files/ENCFF863CCQ/,/files/ENCFF207QWZ/,/files/ENCFF338JGH/,/files/ENCFF575LUX/,/files/ENCFF470UMA/,/files/ENCFF513ZFJ/,/files/ENCFF345SWP/,/files/ENCFF946FDR/,/files/ENCFF612WGP/,/files/ENCFF803NYO/,/files/ENCFF984FKE/,/files/ENCFF198GHY/,/files/ENCFF347MRY/,/files/ENCFF186IMA/,/files/ENCFF350AFX/,/files/ENCFF116ELJ/,/files/ENCFF290MDG/,/files/ENCFF162HEY/,/files/ENCFF956GJM/,/files/ENCFF829QXQ/,/files/ENCFF676VSY/,/files/ENCFF276VWQ/,/files/ENCFF133TWW/,/files/ENCFF075JEB/,/files/ENCFF300JYE/,/files/ENCFF853YGY/,/files/ENCFF391QGB/,/files/ENCFF539UBW/,/files/ENCFF890BHU/,/files/ENCFF482ICE/,/files/ENCFF718BZR/,/files/ENCFF067KWW/,/files/ENCFF704JGE/,/files/ENCFF576XLQ/,/files/ENCFF217TIX/,/files/ENCFF021STJ/,/files/ENCFF327ABY/	/reference-epigenomes/ENCSR300AUZ/	ENCBS367AAA,ENCBS372AAA	1,2	1	ENCAB000AQN	Homo sapiens	adult	53 years										/replicates/d754eb2a-7c7f-44c3-9418-1f70a8584cd6/,/replicates/8fc0417a-0d76-4f34-af9c-f3ea1c78c1d1/
/experiments/ENCSR014TDK/	ENCSR014TDK	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	temporal lobe male adult (81 years)	temporal lobe		Bradley Bernstein, Broad	Roadmap	released	/files/ENCFF325ZNK/,/files/SRR1270548/,/files/SRR1270470/,/files/SRR1270471/,/files/ENCFF687QYO/,/files/ENCFF342VAP/,/files/ENCFF167SMH/,/files/ENCFF117UDM/,/files/ENCFF204MGC/,/files/ENCFF740HPX/,/files/ENCFF170TQP/,/files/ENCFF043ZEY/,/files/ENCFF194NPN/,/files/ENCFF859DLP/,/files/ENCFF553CTM/,/files/ENCFF305NUO/,/files/ENCFF398LQI/,/files/ENCFF855OIO/,/files/ENCFF468YFU/,/files/ENCFF467FJD/,/files/ENCFF942IRT/,/files/ENCFF669PFO/,/files/ENCFF569CXZ/	/reference-epigenomes/ENCSR234PGX/	ENCBS145GKQ	1	3	ENCAB000APE	Homo sapiens	adult	81 years										/replicates/6f662cbd-3c09-4c72-9da4-368da9a46738/
/experiments/ENCSR209QGZ/	ENCSR209QGZ	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	spinal cord female embryo (108 days)	spinal cord		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF306ZIT/,/files/ENCFF183MZS/,/files/ENCFF701FTO/,/files/ENCFF923QCU/,/files/ENCFF153SMW/,/files/ENCFF027VFV/,/files/ENCFF256SRA/,/files/ENCFF723WIP/,/files/ENCFF061DRL/,/files/ENCFF845OVA/,/files/ENCFF168YVD/,/files/ENCFF496IIQ/,/files/ENCFF230XCC/,/files/ENCFF252NNW/,/files/ENCFF179PLB/,/files/ENCFF863QGY/,/files/ENCFF835MQW/,/files/ENCFF193TAY/		ENCBS741NCL	1	2	ENCAB000AQM	Homo sapiens	embryonic	108 days										/replicates/12d80019-80aa-4053-b529-b15d529956b4/
/experiments/ENCSR000AKP/	ENCSR000AKP	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	K562	K562	H3K27ac ChIP-seq on human K562	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF000BWW/,/files/ENCFF000BWX/,/files/ENCFF000BWY/,/files/ENCFF000BWZ/,/files/ENCFF000BXG/,/files/ENCFF000BXH/,/files/ENCFF001SZE/,/files/ENCFF465RQO/,/files/ENCFF301TVL/,/files/ENCFF755BDE/,/files/ENCFF879BWC/,/files/ENCFF252DWA/,/files/ENCFF705LDU/,/files/ENCFF240QQW/,/files/ENCFF664URZ/,/files/ENCFF675ADR/,/files/ENCFF437DPT/,/files/ENCFF680HDR/,/files/ENCFF551LJW/,/files/ENCFF467OGB/,/files/ENCFF094XCU/,/files/ENCFF045OHM/,/files/ENCFF779QTH/,/files/ENCFF814HWX/,/files/ENCFF945XHA/,/files/ENCFF038DDS/,/files/ENCFF522BFI/,/files/ENCFF110OFN/,/files/ENCFF949HSL/,/files/ENCFF244ZLG/,/files/ENCFF992MUX/,/files/ENCFF870ZYG/,/files/ENCFF070PWH/,/files/ENCFF384ZZM/,/files/ENCFF811CRN/,/files/ENCFF044JNJ/,/files/ENCFF770UZZ/,/files/ENCFF702CFZ/,/files/ENCFF931VAQ/,/files/ENCFF484WAK/,/files/ENCFF840LLW/,/files/ENCFF578UBP/,/files/ENCFF685PCO/,/files/ENCFF683UVA/,/files/ENCFF728AIS/,/files/ENCFF488FYZ/,/files/ENCFF006RIO/,/files/ENCFF010PHG/	/reference-epigenomes/ENCSR612NLL/,/reference-epigenomes/ENCSR532GIR/	ENCBS674MPN,ENCBS639AAA	2,1	1	ENCAB000ANA	Homo sapiens	adult	53 years										/replicates/33551385-3081-4bad-8b76-10f0f7dacb72/,/replicates/3b7a95fb-9e63-4342-b779-bd40d9e5ea3c/
/experiments/ENCSR736ZEG/	ENCSR736ZEG	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	foreskin keratinocyte male newborn (2-4 days)	foreskin keratinocyte	H3K27ac ChIP-seq on primary keratinocytes in day 0 of differentiation	Michael Snyder, Stanford	GGR	released	/files/ENCFF995BBI/,/files/ENCFF097WZJ/,/files/ENCFF918BDP/,/files/ENCFF587OAI/,/files/ENCFF931ISK/,/files/ENCFF578BRF/,/files/ENCFF205YTD/,/files/ENCFF234PWP/,/files/ENCFF264DGF/,/files/ENCFF456WCA/,/files/ENCFF618EQI/,/files/ENCFF003FHH/,/files/ENCFF889UZS/,/files/ENCFF280BQK/,/files/ENCFF510JTY/,/files/ENCFF898HPP/,/files/ENCFF942DFJ/,/files/ENCFF761FMV/,/files/ENCFF200GEF/,/files/ENCFF681SHA/,/files/ENCFF777KQC/,/files/ENCFF732FFD/,/files/ENCFF529ANP/,/files/ENCFF596PDA/,/files/ENCFF074MSM/,/files/ENCFF360BYC/,/files/ENCFF246FAA/,/files/ENCFF865MUQ/,/files/ENCFF546CBS/,/files/ENCFF419PFK/,/files/ENCFF946TLH/,/files/ENCFF247GQN/,/files/ENCFF631CCU/,/files/ENCFF422VTJ/,/files/ENCFF747FQW/,/files/ENCFF975OBY/,/files/ENCFF908NWW/,/files/ENCFF565XJA/,/files/ENCFF871SPY/,/files/ENCFF735WOL/	/treatment-time-series/ENCSR171FYM/	ENCBS666IIR,ENCBS538XZS	1,2	1	ENCAB228OWC	Homo sapiens	newborn	2-4 days										/replicates/5360bf77-c279-42a1-b06c-666022c2e4d1/,/replicates/4cf62c55-7faa-4008-8a76-6bbe9ab57b19/
/experiments/ENCSR637ISS/	ENCSR637ISS	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	foreskin keratinocyte male newborn (2-4 days) treated with 1.2 mM calcium for 5.5 days	foreskin keratinocyte	H3K27ac ChIP-seq on primary keratinocytes in day 6 of differentiation	Michael Snyder, Stanford	GGR	released	/files/ENCFF362ZJK/,/files/ENCFF181UWR/,/files/ENCFF413FML/,/files/ENCFF116SDW/,/files/ENCFF631ADK/,/files/ENCFF256DIR/,/files/ENCFF522OBT/,/files/ENCFF719BRJ/,/files/ENCFF369NLG/,/files/ENCFF300RSF/,/files/ENCFF582EJV/,/files/ENCFF097QXR/,/files/ENCFF645ZDR/,/files/ENCFF499IWY/,/files/ENCFF002FTZ/,/files/ENCFF950CWO/,/files/ENCFF717MFN/,/files/ENCFF919QNE/,/files/ENCFF848DKQ/,/files/ENCFF430FCW/,/files/ENCFF378WCY/,/files/ENCFF279QLD/,/files/ENCFF095MXQ/,/files/ENCFF989USA/,/files/ENCFF750ZCI/,/files/ENCFF657BAL/,/files/ENCFF394CBK/,/files/ENCFF498NRO/,/files/ENCFF993GMA/,/files/ENCFF786MSM/,/files/ENCFF756DPW/,/files/ENCFF248PJG/,/files/ENCFF765ACV/,/files/ENCFF119BDY/,/files/ENCFF687UPM/,/files/ENCFF382ZNY/,/files/ENCFF994TRF/,/files/ENCFF737AXA/,/files/ENCFF176RUI/,/files/ENCFF045YSK/	/treatment-time-series/ENCSR171FYM/	ENCBS135YLX,ENCBS389AUD	2,1	1	ENCAB228OWC	Homo sapiens	newborn	2-4 days	calcium	CHEBI:86158			5.5	day				/replicates/d5c24d48-c8ed-4faa-933c-41153dc520ea/,/replicates/09dcbce5-2142-43b3-a93c-edaad3413e6d/
/experiments/ENCSR717HIA/	ENCSR717HIA	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	placenta male embryo (16 weeks)	placenta		Joseph Costello, UCSF	Roadmap	released	/files/SRR2172754/,/files/SRR2172753/,/files/ENCFF849UUS/,/files/ENCFF651XDZ/,/files/ENCFF085MBU/,/files/ENCFF972SNO/,/files/ENCFF075SXI/,/files/ENCFF082XAK/,/files/ENCFF245UPP/,/files/ENCFF890SIF/,/files/ENCFF066TKK/,/files/ENCFF231ETE/,/files/ENCFF651VVF/,/files/ENCFF495VXV/,/files/ENCFF165WZC/,/files/ENCFF435LTO/,/files/ENCFF216QAB/,/files/ENCFF322OYH/,/files/ENCFF316CRO/,/files/ENCFF914JTT/		ENCBS188QOV	1	1		Homo sapiens	embryonic	16 weeks										/replicates/1602f2b8-db0c-416a-b42c-0833732e5df2/
/experiments/ENCSR659RHV/	ENCSR659RHV	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	large intestine male embryo (108 days)	large intestine		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF836QYL/,/files/ENCFF489OZL/,/files/ENCFF744EGF/,/files/ENCFF738GYT/,/files/ENCFF805JFJ/,/files/ENCFF593DDP/,/files/ENCFF090SEC/,/files/ENCFF347QKD/,/files/ENCFF432CUW/,/files/ENCFF596SNS/,/files/ENCFF803JIL/,/files/ENCFF851RBH/,/files/ENCFF498HYY/,/files/ENCFF965EFC/,/files/ENCFF386DNI/,/files/ENCFF393MNY/,/files/ENCFF773CPF/,/files/ENCFF525LFL/,/files/ENCFF879QLA/,/files/ENCFF017DRJ/,/files/ENCFF203GNW/,/files/ENCFF906VKA/,/files/ENCFF453PNA/	/reference-epigenomes/ENCSR020SIU/	ENCBS802MPM	1	2	ENCAB000AQM	Homo sapiens	embryonic	108 days										/replicates/3f001ec0-df24-418c-be21-c2406d486738/
